
   Po:    Z = 84;   Atomic weight = 209.0000 g/mol ;    nominal density:   [INLINE] = 9.3000E+00 g/cm3
          µa(barns/atom) = µ(cm2/g)  ×  3.47053E+02
          E(eV) µ(cm2/g) = f2(e/atom)  ×  2.01341E+05
          24 edges. Edge energies (keV):
          

    24 edges. Edge energies (keV):
  K      9.31050E+01  L I    1.69393E+01  L II   1.62443E+01  L III  1.38138E+01
  M I    4.14940E+00  M II   3.85410E+00  M III  3.30190E+00  M IV   2.79800E+00
  M V    2.68300E+00  N I    9.95300E-01  N II   8.51000E-01  N III  7.05000E-01
  N IV   5.00200E-01  N V    4.73400E-01  N VI   1.75344E-01  N VII  1.69362E-01
  O I    1.70906E-01  O II   1.25695E-01  O III  9.83141E-02  O IV   3.14000E-02
  O V    3.14000E-02  P I    1.67777E-02  P II   7.55974E-03  P III  5.39477E-03

          Relativistic correction estimate frel (H82,3/5CL) = -2.0248E+00, -1.1838E+00 e/atom
          Nuclear Thomson correction fNT = -1.8520E-02 e/atom
     _________________________________________________________________________________________________________
   
   Form Factors, Attenuation and Scattering Cross-sections
   Z=84, E = 0.001 - 1000 keV

                                                              Attenuation
     E         f1            f2          µ           [INLINE] (coh+inc) Coefficient    µK       wavelength
     keV       e/atom       e/atom      cm2/g       cm2/g      cm2/g          cm2/g        nm
4.996998E-01  2.80886E+01  3.1933E+01  1.2867E+04  6.4580E+00  1.2873E+04  0.000E+00  2.481E+00
5.027010E-01  2.88697E+01  3.2946E+01  1.3195E+04  6.4949E+00  1.3201E+04  0.000E+00  2.466E+00
5.102040E-01  3.00329E+01  3.3034E+01  1.3036E+04  6.5864E+00  1.3043E+04  0.000E+00  2.430E+00
5.124891E-01  3.03067E+01  3.3058E+01  1.2987E+04  6.6140E+00  1.2994E+04  0.000E+00  2.419E+00
5.478508E-01  3.37978E+01  3.3218E+01  1.2208E+04  7.0275E+00  1.2215E+04  0.000E+00  2.263E+00
5.856525E-01  3.68380E+01  3.3006E+01  1.1347E+04  7.4411E+00  1.1354E+04  0.000E+00  2.117E+00
6.260625E-01  3.95408E+01  3.2463E+01  1.0440E+04  7.8521E+00  1.0448E+04  0.000E+00  1.980E+00
6.692609E-01  4.17480E+01  3.1653E+01  9.5224E+03  8.2578E+00  9.5307E+03  0.000E+00  1.853E+00
6.909000E-01  4.23629E+01  3.1192E+01  9.0898E+03  8.4486E+00  9.0982E+03  0.000E+00  1.795E+00
7.014750E-01  4.20496E+01  3.0957E+01  8.8853E+03  8.5389E+00  8.8938E+03  0.000E+00  1.767E+00
7.042950E-01  4.11943E+01  3.0893E+01  8.8316E+03  8.5627E+00  8.8402E+03  0.000E+00  1.760E+00
7.085250E-01  4.23981E+01  3.2743E+01  9.3045E+03  8.5981E+00  9.3131E+03  0.000E+00  1.750E+00
7.154399E-01  4.34042E+01  3.2588E+01  9.1710E+03  8.6553E+00  9.1797E+03  0.000E+00  1.733E+00
7.191000E-01  4.37639E+01  3.2506E+01  9.1013E+03  8.6853E+00  9.1100E+03  0.000E+00  1.724E+00
7.648052E-01  4.66368E+01  3.1459E+01  8.2820E+03  9.0418E+00  8.2910E+03  0.000E+00  1.621E+00
8.175768E-01  4.89290E+01  3.0235E+01  7.4459E+03  9.4145E+00  7.4553E+03  0.000E+00  1.516E+00
8.339800E-01  4.94831E+01  2.9839E+01  7.2038E+03  9.5223E+00  7.2133E+03  0.000E+00  1.487E+00
8.467450E-01  4.97740E+01  2.9534E+01  7.0226E+03  9.6038E+00  7.0322E+03  0.000E+00  1.464E+00
8.501490E-01  4.96859E+01  2.9449E+01  6.9743E+03  9.6251E+00  6.9839E+03  0.000E+00  1.458E+00
8.552550E-01  5.00709E+01  2.9730E+01  6.9990E+03  9.6569E+00  7.0087E+03  0.000E+00  1.450E+00
8.680200E-01  5.06769E+01  2.9421E+01  6.8243E+03  9.7348E+00  6.8340E+03  0.000E+00  1.428E+00
8.739896E-01  5.09075E+01  2.9278E+01  6.7447E+03  9.7705E+00  6.7545E+03  0.000E+00  1.419E+00
9.342948E-01  5.27628E+01  2.7898E+01  6.0120E+03  1.0107E+01  6.0221E+03  0.000E+00  1.327E+00
9.753940E-01  5.37020E+01  2.7037E+01  5.5809E+03  1.0313E+01  5.5912E+03  0.000E+00  1.271E+00
9.903235E-01  5.38528E+01  2.6741E+01  5.4367E+03  1.0383E+01  5.4471E+03  0.000E+00  1.252E+00
9.943047E-01  5.36661E+01  2.6664E+01  5.3993E+03  1.0402E+01  5.4097E+03  0.000E+00  1.247E+00
9.987612E-01  5.40210E+01  2.7156E+01  5.4745E+03  1.0422E+01  5.4849E+03  0.000E+00  1.241E+00
1.000276E+00  5.41309E+01  2.7123E+01  5.4595E+03  1.0429E+01  5.4699E+03  0.000E+00  1.239E+00
1.015206E+00  5.48015E+01  2.6636E+01  5.2826E+03  1.0495E+01  5.2931E+03  0.000E+00  1.221E+00
1.067676E+00  5.61387E+01  2.5065E+01  4.7268E+03  1.0712E+01  4.7375E+03  0.000E+00  1.161E+00
1.141345E+00  5.72483E+01  2.3179E+01  4.0890E+03  1.0976E+01  4.1000E+03  0.000E+00  1.086E+00
1.220098E+00  5.79753E+01  2.1482E+01  3.5450E+03  1.1212E+01  3.5562E+03  0.000E+00  1.016E+00
1.304285E+00  5.84262E+01  1.9939E+01  3.0780E+03  1.1417E+01  3.0894E+03  0.000E+00  9.506E-01
1.394281E+00  5.86649E+01  1.8552E+01  2.6790E+03  1.1591E+01  2.6906E+03  0.000E+00  8.892E-01
1.490486E+00  5.87419E+01  1.7293E+01  2.3360E+03  1.1731E+01  2.3477E+03  0.000E+00  8.318E-01
1.593329E+00  5.86419E+01  1.6148E+01  2.0406E+03  1.1838E+01  2.0524E+03  0.000E+00  7.781E-01
1.703269E+00  5.83441E+01  1.5110E+01  1.7862E+03  1.1910E+01  1.7981E+03  0.000E+00  7.279E-01
1.820795E+00  5.78255E+01  1.4160E+01  1.5658E+03  1.1948E+01  1.5777E+03  0.000E+00  6.809E-01
1.946430E+00  5.70148E+01  1.3244E+01  1.3700E+03  1.1951E+01  1.3820E+03  0.000E+00  6.370E-01
2.080733E+00  5.56889E+01  1.2296E+01  1.1898E+03  1.1920E+01  1.2017E+03  0.000E+00  5.959E-01
