
   Hf:    Z = 72;   Atomic weight = 178.4900 g/mol ;    nominal density:   [INLINE] = 1.3290E+01 g/cm3
          µa(barns/atom) = µ(cm2/g)  ×  2.96390E+02
          E(eV) µ(cm2/g) = f2(e/atom)  ×  2.35757E+05
          20 edges. Edge energies (keV):
          

  K      6.53508E+01  L I    1.12707E+01  L II   1.07394E+01  L III  9.56070E+00
  M I    2.60090E+00  M II   2.36540E+00  M III  2.10760E+00  M IV   1.71640E+00
  M V    1.66170E+00  N I    5.38100E-01  N II   4.37000E-01  N III  3.80400E-01
  N IV   2.23800E-01  N V    2.13700E-01  N VI   1.71000E-02  N VII  1.71000E-02
  O I    6.49000E-02  O II   3.81000E-02  O III  3.06000E-02  O IV   5.00000E-03

          Relativistic correction estimate frel (H82,3/5CL) = -1.3514E+00, -8.0280E-01 e/atom
          Nuclear Thomson correction fNT = -1.5933E-02 e/atom
     _________________________________________________________________________________________________________
   
   Form Factors, Attenuation and Scattering Cross-sections
   Z=72, E = 0.001 - 1000 keV

                                                              Attenuation
     E         f1            f2          µ           [INLINE] (coh+inc) Coefficient    µK       wavelength
     keV       e/atom       e/atom      cm2/g       cm2/g      cm2/g          cm2/g        nm

9.987612E-01  4.36052E+01  1.3495E+01  3.1855E+03  9.2654E+00  3.1948E+03  0.000E+00  1.241E+00
1.067676E+00  4.32914E+01  1.2380E+01  2.7336E+03  9.4940E+00  2.7431E+03  0.000E+00  1.161E+00
1.141345E+00  4.25770E+01  1.1375E+01  2.3497E+03  9.6983E+00  2.3594E+03  0.000E+00  1.086E+00
1.220098E+00  4.14099E+01  1.0477E+01  2.0245E+03  9.8769E+00  2.0344E+03  0.000E+00  1.016E+00
1.304285E+00  3.95785E+01  9.6706E+00  1.7480E+03  1.0028E+01  1.7580E+03  0.000E+00  9.506E-01
1.394281E+00  3.65811E+01  8.9457E+00  1.5126E+03  1.0152E+01  1.5228E+03  0.000E+00  8.892E-01
1.490486E+00  3.09369E+01  8.2930E+00  1.3117E+03  1.0247E+01  1.3219E+03  0.000E+00  8.318E-01
1.593329E+00  1.50000E+01  7.6899E+00  1.1378E+03  1.0312E+01  1.1481E+03  0.000E+00  7.781E-01
1.628466E+00 -2.08666E+00  7.5037E+00  1.0863E+03  1.0327E+01  1.0966E+03  0.000E+00  7.614E-01
1.653392E+00 -4.64652E+01  7.3776E+00  1.0520E+03  1.0336E+01  1.0623E+03  0.000E+00  7.499E-01
1.660038E+00 -1.15388E+02  7.3448E+00  1.0431E+03  1.0338E+01  1.0534E+03  0.000E+00  7.469E-01
1.670009E+00 -5.47947E+00  1.4109E+02  1.9918E+04  1.0341E+01  1.9928E+04  0.000E+00  7.424E-01
1.682072E+00  3.79306E+01  1.0230E+02  1.4338E+04  1.0344E+01  1.4348E+04  0.000E+00  7.371E-01
1.694934E+00  4.54581E+01  7.3379E+01  1.0207E+04  1.0347E+01  1.0217E+04  0.000E+00  7.315E-01
1.703269E+00  3.88735E+01  5.9582E+01  8.2470E+03  1.0348E+01  8.2573E+03  0.000E+00  7.279E-01
1.707818E+00  2.99126E+01  5.3322E+01  7.3609E+03  1.0349E+01  7.3712E+03  0.000E+00  7.260E-01
1.714684E+00 -1.42683E+01  4.5275E+01  6.2250E+03  1.0350E+01  6.2354E+03  0.000E+00  7.231E-01
1.724982E+00  5.60012E+01  1.2230E+02  1.6715E+04  1.0352E+01  1.6725E+04  0.000E+00  7.188E-01
1.750728E+00  8.78383E+01  6.5809E+01  8.8620E+03  1.0354E+01  8.8724E+03  0.000E+00  7.082E-01
1.820795E+00  6.87813E+01  2.5192E+01  3.2619E+03  1.0354E+01  3.2723E+03  0.000E+00  6.809E-01
1.946430E+00  5.38675E+01  2.0985E+01  2.5418E+03  1.0331E+01  2.5521E+03  0.000E+00  6.370E-01
2.065448E+00  4.86944E+01  2.2898E+01  2.6136E+03  1.0287E+01  2.6239E+03  0.000E+00  6.003E-01
2.080733E+00  4.79586E+01  2.3257E+01  2.6351E+03  1.0280E+01  2.6454E+03  0.000E+00  5.959E-01
2.097062E+00  4.65724E+01  2.3651E+01  2.6590E+03  1.0272E+01  2.6693E+03  0.000E+00  5.912E-01
2.105492E+00  4.41967E+01  2.3858E+01  2.6714E+03  1.0267E+01  2.6817E+03  0.000E+00  5.889E-01
2.118138E+00  4.66819E+01  2.8871E+01  3.2134E+03  1.0261E+01  3.2237E+03  0.000E+00  5.853E-01
2.149752E+00  4.92237E+01  2.9497E+01  3.2349E+03  1.0244E+01  3.2451E+03  0.000E+00  5.767E-01
2.224304E+00  5.23336E+01  3.0114E+01  3.1919E+03  1.0200E+01  3.2021E+03  0.000E+00  5.574E-01
2.318092E+00  5.50735E+01  2.9664E+01  3.0169E+03  1.0136E+01  3.0270E+03  0.000E+00  5.349E-01
2.353573E+00  5.53517E+01  2.9292E+01  2.9342E+03  1.0111E+01  2.9443E+03  0.000E+00  5.268E-01
2.363035E+00  5.46722E+01  2.9179E+01  2.9111E+03  1.0104E+01  2.9212E+03  0.000E+00  5.247E-01
2.377781E+00  5.60746E+01  3.0856E+01  3.0593E+03  1.0092E+01  3.0694E+03  0.000E+00  5.214E-01
2.412708E+00  5.78045E+01  3.0296E+01  2.9604E+03  1.0066E+01  2.9705E+03  0.000E+00  5.139E-01
2.541848E+00  6.09078E+01  2.7955E+01  2.5928E+03  9.9595E+00  2.6028E+03  0.000E+00  4.878E-01
2.548882E+00  6.10016E+01  2.7825E+01  2.5736E+03  9.9534E+00  2.5836E+03  0.000E+00  4.864E-01
2.587895E+00  6.12062E+01  2.7107E+01  2.4694E+03  9.9194E+00  2.4793E+03  0.000E+00  4.791E-01
2.598299E+00  6.07877E+01  2.6917E+01  2.4423E+03  9.9102E+00  2.4522E+03  0.000E+00  4.772E-01
2.613904E+00  6.16220E+01  2.7787E+01  2.5062E+03  9.8963E+00  2.5161E+03  0.000E+00  4.743E-01
2.652918E+00  6.26889E+01  2.7079E+01  2.4065E+03  9.8612E+00  2.4164E+03  0.000E+00  4.674E-01
2.717235E+00  6.37299E+01  2.5965E+01  2.2528E+03  9.8019E+00  2.2626E+03  0.000E+00  4.563E-01
2.904724E+00  6.54421E+01  2.3196E+01  1.8827E+03  9.6212E+00  1.8923E+03  0.000E+00  4.268E-01
3.105150E+00  6.65998E+01  2.1000E+01  1.5944E+03  9.4191E+00  1.6038E+03  0.000E+00  3.993E-01
3.319406E+00  6.74262E+01  1.9064E+01  1.3540E+03  9.1975E+00  1.3632E+03  0.000E+00  3.735E-01
3.548445E+00  6.83684E+01  1.7200E+01  1.1428E+03  8.9581E+00  1.1518E+03  0.000E+00  3.494E-01
3.793288E+00  6.87254E+01  1.5517E+01  9.6438E+02  8.7029E+00  9.7308E+02  0.000E+00  3.269E-01
4.055024E+00  6.89327E+01  1.4024E+01  8.1535E+02  8.4339E+00  8.2378E+02  0.000E+00  3.058E-01
4.334821E+00  6.91536E+01  1.2659E+01  6.8851E+02  8.1532E+00  6.9666E+02  0.000E+00  2.860E-01
4.633924E+00  6.91625E+01  1.1413E+01  5.8067E+02  7.8627E+00  5.8853E+02  0.000E+00  2.676E-01
